compileunits,vmsize,filesize
lib/MicroOcpp/src/MicroOcpp/Operations/BootNotification.cpp,1404,231238
lib/MicroOcpp/src/MicroOcpp/Operations/GetCompositeSchedule.cpp,1040,230005
lib/MicroOcpp/src/MicroOcpp/Operations/RemoteStartTransaction.cpp,1192,226400
lib/MicroOcpp/src/MicroOcpp/Model/SmartCharging/SmartChargingModel.cpp,3804,226292
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/newlib/newlib/libc/stdio/vfprintf.c,46880,223109
lib/MicroOcpp/src/MicroOcpp/Operations/MeterValues.cpp,660,221542
lib/MicroOcpp/src/MicroOcpp/Model/Reservation/ReservationService.cpp,1384,220990
lib/MicroOcpp/src/MicroOcpp/Model/Availability/AvailabilityService.cpp,1388,220676
lib/MicroOcpp/src/MicroOcpp/Operations/NotifyReport.cpp,2112,217727
lib/MicroOcpp/src/MicroOcpp/Model/ConnectorBase/ConnectorsCommon.cpp,2468,215793
lib/MicroOcpp/src/MicroOcpp/Model/RemoteControl/RemoteControlService.cpp,936,208517
lib/MicroOcpp/src/MicroOcpp/Operations/SetChargingProfile.cpp,732,205393
lib/MicroOcpp/src/MicroOcpp/Core/FilesystemUtils.cpp,4592,196083
lib/MicroOcpp/src/MicroOcpp/Operations/Authorize.cpp,1060,193801
[section .debug_frame],0,193748
lib/MicroOcpp/src/MicroOcpp/Operations/ReserveNow.cpp,1160,192837
lib/MicroOcpp/src/MicroOcpp/Core/FtpMbedTLS.cpp,5172,192066
lib/MicroOcpp/src/MicroOcpp/Model/Certificates/CertificateMbedTLS.cpp,2104,188181
lib/MicroOcpp/src/MicroOcpp/Operations/ChangeAvailability.cpp,948,185478
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/components/esp_littlefs/src/littlefs/lfs.c,17525,185269
lib/MicroOcpp/src/MicroOcpp/Model/Transactions/TransactionDeserialize.cpp,3000,184879
lib/MicroOcpp/src/MicroOcpp/Operations/Reset.cpp,860,181550
lib/MicroOcpp/src/MicroOcpp/Operations/RemoteStopTransaction.cpp,408,174963
lib/MicroOcpp/src/MicroOcpp/Operations/GetInstalledCertificateIds.cpp,1596,172580
lib/MicroOcpp/src/MicroOcpp/Core/Context.cpp,396,167283
lib/MicroOcpp/src/MicroOcpp/Model/Heartbeat/HeartbeatService.cpp,420,166927
lib/MicroOcpp/src/MicroOcpp/Model/Certificates/CertificateService.cpp,468,165164
lib/MicroOcpp/src/MicroOcpp/Core/ConfigurationContainer.cpp,864,161575
lib/MicroOcpp/src/MicroOcpp/Core/OperationRegistry.cpp,1632,161045
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/string-inst.cc,1608,160122
lib/MicroOcpp/src/MicroOcpp/Operations/Heartbeat.cpp,780,159150
lib/MicroOcpp/src/MicroOcpp/Operations/GetLocalListVersion.cpp,268,154629
lib/MicroOcpp/src/MicroOcpp/Core/FilesystemAdapter.cpp,1196,146242
lib/MicroOcpp/src/MicroOcpp/Operations/UnlockConnector.cpp,172,140368
lib/MicroOcpp/src/MicroOcpp/Model/Reservation/Reservation.cpp,1072,139672
lib/MicroOcpp/src/MicroOcpp/Operations/GetDiagnostics.cpp,652,139311
lib/MicroOcpp/src/MicroOcpp/Operations/ClearChargingProfile.cpp,836,136068
[section .flash.rodata],134214,134214
[section .shstrtab],0,133949
lib/MicroOcpp/src/MicroOcpp/Model/Variables/VariableContainer.cpp,428,129438
/home/runner/.platformio/packages/framework-arduinoespressif32/libraries/FS/src/vfs_api.cpp,4794,127877
lib/MicroOcpp/src/MicroOcpp/Operations/RequestStartTransaction.cpp,520,127192
lib/MicroOcpp/src/MicroOcpp/Operations/GetBaseReport.cpp,544,125308
lib/MicroOcpp/src/MicroOcpp/Model/Variables/Variable.cpp,1760,124893
lib/MicroOcpp/src/MicroOcpp/Operations/SendLocalList.cpp,560,122829
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/cow-string-inst.cc,340,122754
lib/MicroOcpp/src/MicroOcpp/Model/Authorization/AuthorizationData.cpp,1356,120842
lib/MicroOcpp/src/MicroOcpp/Operations/StatusNotification.cpp,1324,118889
lib/MicroOcpp/src/MicroOcpp/Model/Metering/SampledValue.cpp,780,118402
lib/MicroOcpp/src/MicroOcpp/Operations/DataTransfer.cpp,520,116835
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ssl_tls.c,9166,111047
lib/MicroOcpp/src/MicroOcpp/Operations/UpdateFirmware.cpp,364,110911
lib/MicroOcpp/src/MicroOcpp/Operations/RequestStopTransaction.cpp,396,109550
lib/MicroOcpp/src/MicroOcpp/Operations/CancelReservation.cpp,368,107701
lib/MicroOcpp/src/MicroOcpp/Operations/DeleteCertificate.cpp,716,104198
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/freertos/tasks.c,7709,100688
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/uart.c,5244,100669
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ssl_msg.c,9668,99416
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_api.cpp,164,98539
lib/MicroOcpp/src/MicroOcpp/Operations/ChangeConfiguration.cpp,860,98274
lib/MicroOcpp/src/MicroOcpp/Operations/InstallCertificate.cpp,536,97615
lib/MicroOcpp/src/MicroOcpp/Operations/ClearCache.cpp,440,96423
lib/MicroOcpp/src/MicroOcpp/Model/Certificates/Certificate_c.cpp,0,95308
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/newlib/newlib/libc/stdio/vfscanf.c,17936,92137
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/WString.cpp,1556,89093
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/api/sockets.c,2098,87565
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_storage.cpp,1104,86700
lib/MicroOcpp/src/MicroOcpp/Operations/CustomOperation.cpp,0,86562
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/heap/heap_tlsf.c,3556,86201
[section .debug_ranges],0,85896
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/bignum.c,7520,85368
lib/MicroOcpp/src/MicroOcpp/Core/ConfigurationKeyValue.cpp,708,84127
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/components/esp_littlefs/src/esp_littlefs.c,6757,82352
lib/MicroOcpp/src/MicroOcpp/Operations/FirmwareStatusNotification.cpp,244,82032
lib/MicroOcpp/src/MicroOcpp/Operations/DiagnosticsStatusNotification.cpp,220,81942
lib/MicroOcpp/src/MicroOcpp/Core/Memory.cpp,156,81025
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ecp.c,7420,80962
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ssl_cli.c,6992,78697
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ssl_srv.c,7812,78064
lib/MicroOcpp/src/MicroOcpp/Model/Transactions/Transaction.cpp,156,76016
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/gpio.c,2652,75953
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/x509_crt.c,5532,75375
lib/MicroOcpp/src/MicroOcpp/Core/Time.cpp,2504,74142
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/HardwareSerial.cpp,901,71458
/home/runner/.platformio/packages/framework-arduinoespressif32/libraries/FS/src/FS.cpp,612,69957
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/rsa.c,5992,69502
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/esp_flash_api.c,2551,69313
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_page.cpp,3240,68423
/home/runner/.platformio/packages/framework-arduinoespressif32/libraries/LittleFS/src/LittleFS.cpp,797,67722
lib/MicroOcpp/src/MicroOcpp/Core/Operation.cpp,104,66929
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/Esp.cpp,95,66685
lib/MicroOcpp/src/MicroOcpp/Core/Connection.cpp,272,66596
/home/runner/.platformio/packages/framework-arduinoespressif32/libraries/Update/src/Updater.cpp,1859,66026
[ELF Section Headers],0,65200
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/bt/controller/esp32/bt.c,394,61586
lib/MicroOcpp/src/MicroOcpp/Model/Certificates/Certificate.cpp,668,61291
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_partition_manager.cpp,484,61091
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ecp_curves.c,7340,60572
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/vfs/vfs.c,2791,60240
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/spi_common.c,32,59675
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/tcp.c,5828,59594
lib/MicroOcpp/src/MicroOcpp/Model/Authorization/IdToken.cpp,352,58838
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/cow-stdexcept.cc,88,57457
,0,56737
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/esp32-hal-uart.c,3015,56660
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/startup.c,639,55842
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/api/api_msg.c,4298,55116
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/Print.cpp,168,54663
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/espcoredump/src/core_dump_flash.c,2426,54117
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv6/nd6.c,7427,53054
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/port/esp32/rtc_clk.c,1976,52818
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/cpu_start.c,996,51971
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/spi_bus_lock.c,4,49317
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/vfs/vfs_uart.c,3658,49199
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/Stream.cpp,136,48725
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/espcoredump/src/core_dump_elf.c,5349,47537
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/tcp_in.c,8118,47427
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/tcp_out.c,5614,47254
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/esp32-hal-misc.c,703,46876
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/bootloader_support/src/bootloader_utility.c,8,46785
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/port/sha/parallel_engine/esp_sha1.c,5316,46573
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/freertos/queue.c,3269,46563
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_pagemanager.cpp,1106,46532
[section .symtab],0,45712
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/esp_flash_spi_init.c,238,45389
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_pm/pm_impl.c,8,45240
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/spi_flash_os_func_app.c,410,44558
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/rtc_io.c,844,44229
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/soc/esp32/clk.c,689,43972
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_handle_simple.cpp,0,43764
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/MD5Builder.cpp,152,42922
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/panic.c,912,42557
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/sleep_gpio.c,204,42551
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/pbuf.c,2238,41585
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/FunctionalInterrupt.cpp,0,41458
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_wifi/esp32/esp_adapter.c,488,40929
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/main.cpp,92,39489
lib/MicroOcpp/src/MicroOcpp/Model/Metering/ReadingContext.cpp,180,39253
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/pkparse.c,3308,38639
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_ringbuf/ringbuf.c,1043,38265
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_wifi/src/wifi_init.c,40,37836
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/spi_flash_chip_generic.c,2819,37798
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/intr_alloc.c,2376,37641
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libgcc/unwind-dw2-fde.c,3100,37590
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/dns.c,5336,37488
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/hal/spi_flash_hal_iram.c,1948,36376
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/cipher.c,2236,36182
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/esp32-hal-cpu.c,883,35472
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/port/esp32/rtc_init.c,960,34130
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/x509.c,1723,34024
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/netif.c,887,33908
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_timer/src/esp_timer_impl_lac.c,875,33865
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/bootloader_support/src/bootloader_common_loader.c,500,33848
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/app_update/esp_ota_ops.c,1368,33587
/home/runner/.platformio/packages/framework-arduinoespressif32/cores/esp32/esp32-hal-gpio.c,16,33580
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/random.cc,0,33362
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/panic_handler.c,596,33353
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/api/api_lib.c,508,32513
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/task_wdt.c,1436,32379
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/soc/esp32/system_internal.c,372,32338
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libgcc/libgcc2.c,0,32069
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/udp.c,3258,31992
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/bootloader_support/src/bootloader_flash.c,792,31934
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/port/esp32/rtc_time.c,921,31830
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/newlib/time.c,580,31799
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/sso_string.cc,0,31324
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/newlib/newlib/libc/stdlib/mprec.c,2628,30539
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv6/ip6.c,3550,30460
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/hal/wdt_hal_iram.c,1376,30426
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/freertos_hooks.c,472,30246
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/pthread/pthread.c,618,30122
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libgcc/config/xtensa/unwind-dw2-xtensa.c,2276,29657
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/newlib/newlib/libc/stdlib/strtod.c,3860,29574
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/heap/heap_caps.c,1313,29231
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/driver/rtc_module.c,260,29176
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/espcoredump/src/port/xtensa/core_dump_port.c,2731,27982
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_item_hash_list.cpp,448,27614
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/newlib/newlib/libc/stdlib/dtoa.c,3472,27559
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/bootloader_support/src/esp_image_format.c,1408,27487
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/esp_clk.c,304,27323
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/partition.c,1653,27215
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/libsupc++/eh_personality.cc,1568,27187
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/flash_ops.c,208,26966
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/esp_system.c,180,26894
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++11/functexcept.cc,256,26811
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/constant_time.c,1696,26444
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ecdsa.c,1672,26396
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/flash_mmap.c,1754,26352
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/port/aes/esp_aes_gcm.c,2220,26339
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/camellia.c,4128,25933
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv4/ip4.c,1718,25720
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/hal/uart_hal.c,476,25681
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/cpu_util.c,208,25664
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/src/c++98/stdexcept.cc,132,25247
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_hw_support/port/esp32/spiram.c,244,25055
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/spi_flash/memspi_host_driver.c,471,24955
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/brownout.c,96,24698
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/hal/soc_hal.c,240,24467
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv4/etharp.c,343,24241
/builds/idf/crosstool-NG/.build/xtensa-esp32-elf/src/gcc/libstdc++-v3/libsupc++/eh_alloc.cc,600,23987
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/port/sha/parallel_engine/esp_sha512.c,5856,23853
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/freertos/port/xtensa/port.c,1104,23731
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/port/soc/esp32/reset_reason.c,270,23386
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/newlib/port/esp_time_impl.c,284,23363
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/cipher_wrap.c,2644,23272
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_timer/src/esp_timer.c,1248,23268
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/components/esp-rainmaker/components/esp-insights/components/esp_diagnostics/src/esp_diagnostics_log_hook.c,2112,23128
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/nvs_flash/src/nvs_partition.cpp,220,23084
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/dhm.c,1332,22919
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_common/src/esp_err_to_name.c,1766,22878
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/mbedtls/library/ctr_drbg.c,1448,21976
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/components/esp-rainmaker/components/esp-insights/components/esp_diagnostics/src/esp_diagnostics_utils.c,68,21883
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv4/igmp.c,742,21690
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/port/esp_bignum.c,1168,21636
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/mbedtls/port/net_sockets.c,412,21539
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/raw.c,986,21186
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/esp_system/int_wdt.c,324,21044
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/lwip/lwip/src/core/ipv6/mld6.c,1441,21029
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/soc/esp32/rtc_io_periph.c,1168,21003
/home/runner/work/esp32-arduino-lib-builder/esp32-arduino-lib-builder/esp-idf/components/hal/spi_flash_hal.c,336,20556
